category,subcategory,model,color,energy_rating,source_page,source,features,raw_text,width_mm,depth_mm,height_mm,install_width_mm,install_depth_mm,install_height_mm,spec_potencia_W,spec_peso_kg,spec_capacidad_bruta_L,spec_capacidad_util_L,spec_capacidad_util_total_L,spec_refrigerador_L,spec_freezer_L,spec_congelador_L,spec_capacidad_kg,spec_programas,spec_rpm,spec_capacidad_secado_kg,spec_cubiertos,spec_extraccion_m3h,spec_ruido_dB,spec_diametro_plato_mm
Refrigeradores,Side by Side,RJ 30M SBSI G2,Acero INOXidable,A,22,CATALOGO-JAMES-v_3.pdf,"Sistema interno de filtrado de agua de carbón activado | Dispensador automático de hielo y agua, incluye kit de instalación y filtro de agua | Display LED con control touch","Modelo RJ 30M SBSI G2 ACERO INOXIDABLE · Sistema interno de filtrado de agua de carbón activado. · Dispensador automático de hielo y agua, incluye kit de instalación y filtro de agua. · Display LED con control touch. · Capacidad bruta total: 610 L. · Capacidad útil total: 533 L. · Capacidad útil: Refrigerador 368 L. Freezer 165 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 910 x 715 x 1770 mm. Profundidad sin puertas: 625 mm.",910,715,1770,,,,,,610,,533,368,165,,,,,,,,,
Refrigeradores,Side by Side,RJ 45 M SBSI,Dark INOX,A,22,CATALOGO-JAMES-v_3.pdf,Display LED con control touch | Profundidad sin puertas: 605 mm,Modelo RJ 45 M SBSI DARK INOX DARK INOXIDABLE · Display LED con control touch. · Capacidad bruta total: 562 L. · Capacidad útil total: 511 L. · Capacidad útil: Refrigerador 335 L. Freezer 176 L. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 895 x 695 x 1765 mm. · Profundidad sin puertas: 605 mm.,895,695,1765,,,,,,562,,511,335,176,,,,,,,,,
Refrigeradores,Frío Seco,FVJ-320 NFM,Blanco,,24,CATALOGO-JAMES-v_3.pdf,,Modelo FVJ-320 NFM COLOR BLANCO · Modelo FVJ-320 NFM COLOR BLANCO,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Frío Seco,FVJ-320 NFM INOX,Acero INOXidable,B,24,CATALOGO-JAMES-v_3.pdf,PUERTA REVERSIBLE | 5 cajones más 2 compartimientos multiuso | Incluye 6 estantes de vidrio | Display electrónico | Alarma de puerta abierta | FUNCIÓN SÚPER | Doble acción (freezer o refrigerador) | Regulación de temperatura de -16 a -24 ºC (freezer) 2 a 8 ºC en refrigerador | Manija de fácil apertura | Ruedas traseras,Modelo FVJ-320 NFM INOX ACERO INOXIDABLE FRÍO SECO · PUERTA REVERSIBLE. · Capacidad bruta total: 250 L. · Capacidad útil: 227 L. · 5 cajones más 2 compartimientos multiuso. · Incluye 6 estantes de vidrio. · Display electrónico. · Alarma de puerta abierta. · FUNCIÓN SÚPER. · Doble acción (freezer o refrigerador). · Regulación de temperatura de -16 a -24 ºC (freezer) 2 a 8 ºC en refrigerador. · Manija de fácil apertura. · Ruedas traseras. · Eficiencia energética: B. · Dimensiones: ancho x profundidad x altura 595 x 635 x 1720 mm.,595,635,1720,,,,,,250,227,,,,,,,,,,,,
Refrigeradores,Frío Seco,FVJ-100KN,,,24,CATALOGO-JAMES-v_3.pdf,,Modelo FVJ-100KN · Modelo FVJ-100KN,,,,,,,,,,,,,,,,,,,,,,
Refrigeradores,Frío Seco,FVJ-261KN G2,,A,24,CATALOGO-JAMES-v_3.pdf,PUERTA REVERSIBLE | 3 cajones con dispositivo anti-caídas | Patas niveladoras regulables | 4 cajones más un compartimiento multiuso | Ruedas traseras,Modelo FVJ-261KN G2 FRÍO HÚMEDO · PUERTA REVERSIBLE. · Capacidad bruta total: 88 L. · Capacidad útil: 82 L. · 3 cajones con dispositivo anti-caídas. · Patas niveladoras regulables. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 545 x 570 x 845 mm. FRÍO HÚMEDO · PUERTA REVERSIBLE. · Capacidad bruta total: 168 L. · Capacidad útil: 153 L. · 4 cajones más un compartimiento multiuso. · Ruedas traseras. · Eficiencia energética: A. · Dimensiones: ancho x profundidad x altura 555 x 590 x 1430 mm.,545,570,845,,,,,,88,82,,,,,,,,,,,,
Refrigeradores,Frío Seco,FHJ 100M INV,,B,25,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER | 2 patas y 2 ruedas | 1 puerta con cerradura | Luz interior LED | 1 canasto | Interior de plástico,Modelo FHJ 100M INV · MOTOR INVERTER. · Capacidad útil: 99 L. · 2 patas y 2 ruedas. · 1 puerta con cerradura. · Luz interior LED. · 1 canasto. · Interior de plástico. · Eficiencia energética: B. · Dimensiones: ancho x profundidad x altura 550 x 485 x 855 mm.,550,485,855,,,,,,,99,,,,,,,,,,,,
Refrigeradores,Frío Seco,FHJ 150M INV,,B,25,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER | 2 patas y 2 ruedas | 1 puerta con cerradura | Luz interior LED | 1 canasto | Interior de plástico,Modelo FHJ 150M INV · MOTOR INVERTER. · Capacidad útil:143 L. · 2 patas y 2 ruedas. · 1 puerta con cerradura. · Luz interior LED. · 1 canasto. · Interior de plástico. · Eficiencia energética: B. · Dimensiones: ancho x profundidad x altura 600 x 610 x 855 mm.,600,610,855,,,,,,,143,,,,,,,,,,,,
Refrigeradores,Frío Seco,FHJ 210M INV,,B,25,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER | 2 patas y 2 ruedas | 1 puerta con cerradura | Luz interior LED | 1 canasto | Interior de plástico,MODELO FHJ 210M INV · MOTOR INVERTER. · Capacidad útil:198 L. · 2 patas y 2 ruedas. · 1 puerta con cerradura. · Luz interior LED. · 1 canasto · Interior de plástico · Eficiencia energética: B. · Dimensiones: ancho x profundidad x altura 770 x 610 x 855 mm.,770,610,855,,,,,,,198,,,,,,,,,,,,
Refrigeradores,Frío Seco,FHJ 250KR,,B,25,CATALOGO-JAMES-v_3.pdf,Con patas y ruedas | 1 puerta con cerradura | Interior de aluminio,Modelo FHJ 250KR · Capacidad útil: 245 L. · Con patas y ruedas. · 1 puerta con cerradura. · Interior de aluminio. · Eficiencia energética: B. · Dimensiones: ancho x profundidad x altura 1000 x 625 x 840mm.,1000,625,840,,,,,,,245,,,,,,,,,,,,
Refrigeradores,Frío Seco,FHJ 310M INV,,B,25,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER | 2 patas y 2 ruedas | 1 puerta con cerradura | Luz interior LED | 2 canastos | Interior de plástico,Modelo FHJ 310M INV · MOTOR INVERTER. · Capacidad útil: 293 L. · 2 patas y 2 ruedas · 1 puerta con cerradura · Luz interior LED. · 2 canastos. · Interior de plástico · Eficiencia energética B. · Dimensiones: ancho x profundidad x altura 1065 x 640 x 855 mm.,1065,640,855,,,,,,,293,,,,,,,,,,,,
Refrigeradores,Frío Seco,FHJ 410 M,,B,25,CATALOGO-JAMES-v_3.pdf,Con patas o 4 ruedas (opcional) | 1 puerta | 4 canastos | Interior de aluminio,Modelo FHJ 410 M · Capacidad útil: 418 L. · Con patas o 4 ruedas (opcional). · 1 puerta. · 4 canastos. · Interior de aluminio. · Eficiencia energética: B. · Dimensiones: ancho x profundidad x altura 1415 x 745 x 815 mm.,1415,745,815,,,,,,,418,,,,,,,,,,,,
Refrigeradores,Frío Seco,FHJ 510 M,,B,25,CATALOGO-JAMES-v_3.pdf,Con patas o 4 ruedas (opcional) | 2 puertas | 4 canastos | Interior de aluminio,Modelo FHJ 510 M · Capacidad útil: 496 L. · Con patas o 4 ruedas (opcional). · 2 puertas. · 4 canastos. · Interior de aluminio. · Eficiencia energética: B. · Dimensiones: ancho x profundidad x altura 1530 x 740 x 850 mm. 24 25,1530,740,850,,,,,,,496,,,,,,,,,,,,
Refrigeradores,Frío Húmedo,VC-270,,,26,CATALOGO-JAMES-v_3.pdf,5 estantes regulables en 18 niveles,Modelo VC-270 · Capacidad bruta: 279 L. · Capacidad útil: 249 L. · 5 estantes regulables en 18 niveles. · Dimensiones: ancho x profundidad x altura 540 x 520 x 1905 mm.,540,520,1905,,,,,,279,249,,,,,,,,,,,,
Refrigeradores,Frío Húmedo,VC-395,,,26,CATALOGO-JAMES-v_3.pdf,4 estantes regulables en 28 niveles,Modelo VC-395 · Capacidad bruta: 398 L. · Capacidad útil: 367 L. · 4 estantes regulables en 28 niveles. · Dimensiones: ancho x profundidad x altura 600 x 615 x 2000 mm.,600,615,2000,,,,,,398,367,,,,,,,,,,,,
Lavarropas,Carga Frontal,LR 1006 INV G6 BL,,,28,CATALOGO-JAMES-v_3.pdf,,Modelo LR 1006 INV G6 BL · Modelo LR 1006 INV G6 BL,,,,,,,,,,,,,,,,,,,,,,
Lavarropas,Carga Frontal,LR 1006 INV G7 W,Blanco Color Blanco,,28,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER. ·,Modelo LR 1006 INV G7 W COLOR BLANCO COLOR BLANCO · Capacidad: 6 kg de ropa seca. · MOTOR INVERTER. ·,,,,,,,,,,,,,,,6,,,,,,,
Lavarropas,Carga Frontal,SLIM compacto (ideal para espacios reducidos),,,28,CATALOGO-JAMES-v_3.pdf,15 programas | Lavado rápido de 15 minutos | Velocidad máxima de centrifugado: 1200 RPM regulables | Temperatura de agua seleccionable (máximo 80 °C) | Display LED | Inicio diferido,Modelo SLIM compacto (ideal para espacios reducidos). · 15 programas. · Lavado rápido de 15 minutos. · Velocidad máxima de centrifugado: 1200 RPM regulables. · Temperatura de agua seleccionable (máximo 80 °C). · Display LED. · Inicio diferido. · Dimensiones: ancho x profundidad x altura 600 x 450 x 850 mm.,600,450,850,,,,,,,,,,,,,15,1200,,,,,
Lavarropas,Carga Frontal,LR 1006 INV G6 TITANIUM,Gris,,28,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER. ·,Modelo LR 1006 INV G6 TITANIUM COLOR GRIS · Capacidad: 6 kg de ropa seca. · MOTOR INVERTER. ·,,,,,,,,,,,,,,,6,,,,,,,
Lavarropas,Carga Frontal,LR 1008 INV BL,,,29,CATALOGO-JAMES-v_3.pdf,,Modelo LR 1008 INV BL · Modelo LR 1008 INV BL,,,,,,,,,,,,,,,,,,,,,,
Lavarropas,Carga Frontal,LR 7990 INV BLT,Blanco Color Blanco,,29,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER | 15 programas | Lavado rápido de 15 minutos | Selección de velocidad de centrifugado en 5 niveles: 0/400/600/800/1000 RPM | Función Lavado rápido (acorta el tiempo de los programas) | Temperatura de agua seleccionable (máximo 90 ºC) | Display LED | Bloqueo para niños | Tanque de acero inoxidable,Modelo LR 7990 INV BLT COLOR BLANCO COLOR BLANCO · Capacidad: 7 kg de ropa seca. · MOTOR INVERTER. · 15 programas. · Lavado rápido de 15 minutos. · Selección de velocidad de centrifugado en 5 niveles: 0/400/600/800/1000 RPM. · Función Lavado rápido (acorta el tiempo de los programas). · Temperatura de agua seleccionable (máximo 90 ºC). · Display LED. · Bloqueo para niños. · Tanque de acero inoxidable. · Dimensiones: ancho x profundidad x altura 600 x 540 x 840 mm.,600,540,840,,,,,,,,,,,,7,15,1000,,,,,
Lavarropas,Carga Frontal,LR 1008 INV S,Gris,,29,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER. ·,Modelo LR 1008 INV S COLOR GRIS · Capacidad: 6 kg de ropa seca. · MOTOR INVERTER. ·,,,,,,,,,,,,,,,6,,,,,,,
Lavarropas,Carga Frontal,SLIM compacto (ideal para espacios reducidos),,,29,CATALOGO-JAMES-v_3.pdf,15 programas | Lavado rápido de 15 minutos | Selección de velocidad de centrifugado en 5 niveles: 0/400/600/800/1000 RPM | Temperatura de agua seleccionable (máximo 90 ºC) | Display LED | Función Prelavado | Tanque de acero inoxidable,Modelo SLIM compacto (ideal para espacios reducidos). · 15 programas. · Lavado rápido de 15 minutos. · Selección de velocidad de centrifugado en 5 niveles: 0/400/600/800/1000 RPM. · Temperatura de agua seleccionable (máximo 90 ºC). · Display LED. · Función Prelavado. · Tanque de acero inoxidable. · Dimensiones: ancho x profundidad x altura 600 x 435 x 850 mm. 28 29,600,435,850,,,,,,,,,,,,,15,1000,,,,,
Lavarropas,Carga Frontal,LR 8140 INV BL G2,,,30,CATALOGO-JAMES-v_3.pdf,,Modelo LR 8140 INV BL G2 · Modelo LR 8140 INV BL G2,,,,,,,,,,,,,,,,,,,,,,
Lavarropas,Carga Frontal,LR 8140 INV S,,,30,CATALOGO-JAMES-v_3.pdf,,Modelo LR 8140 INV S · Modelo LR 8140 INV S,,,,,,,,,,,,,,,,,,,,,,
Lavarropas,Carga Frontal,LR 9140 INV PLUS,Blanco,,30,CATALOGO-JAMES-v_3.pdf,MOTOR INVERTER | 15 programas | Lavado rápido de 15 minutos | Selección de velocidad de centrifugado en 7 niveles: 0/400/600/800/1000/1200/1400 RPM | Display LED con control touch | Temperatura del agua seleccionable (máximo: 90 ºC) | Tanque de acero inoxidable | Función: Lavado rápido y Prelavado | Bloqueo para niños | Inicio diferido (hasta 23 h) | Selección de velocidad de centrifugado en 7 niveles: 0/400/600/800/1000 1200/1400 RPM | Display LED multifunción | Función: Enjuague extra | Selección de programa favorito | Inicio diferido (hasta 24 h) | Diseño de tanque favorece el cuidado de los tejidos delicados | Programa lavado diario 30 minutos | Selección de velocidad de centrifugado en 6 niveles: 0/600/800/1000/1200/1400 RPM | Selector de programas luminoso | Función lavado rápido (acorta el tiempo de los programas),Modelo LR 9140 INV PLUS COLOR BLANCO · Capacidad: 8 kg de ropa seca. · MOTOR INVERTER. · 15 programas. · Lavado rápido de 15 minutos. · Selección de velocidad de centrifugado en 7 niveles: 0/400/600/800/1000/1200/1400 RPM. · Display LED con control touch. · Temperatura del agua seleccionable (máximo: 90 ºC). · Tanque de acero inoxidable. · Función: Lavado rápido y Prelavado. · Bloqueo para niños. · Inicio diferido (hasta 23 h). · Dimensiones: ancho x profundidad x altura 600 x 580 x 850 mm. COLOR GRIS · Capacidad: 8 kg de ropa seca. · MOTOR INVERTER. · 15 programas. · Lavado rápido de 15 minutos. · Selección de velocidad de centrifugado en 7 niveles: 0/400/600/800/1000 1200/1400 RPM. · Display LED multifunción. · Temperatura del agua seleccionable (máximo: 90 ºC). · Tanque de acero inoxidable. · Función: Enjuague extra. · Bloqueo para niños. · Selección de programa favorito. · Inicio diferido (hasta 24 h). · Diseño de tanque favorece el cuidado de los tejidos delicados. · Dimensiones: ancho x profundidad x altura 595 x 540 x 850 mm. COLOR BLANCO · Capacidad: 9 kg de ropa seca. · MOTOR INVERTER. · 15 programas. · Programa lavado diario 30 minutos. · Selección de velocidad de centrifugado en 6 niveles: 0/600/800/1000/1200/1400 RPM. · Display LED multifunción. · Selector de programas luminoso. · Tanque de acero inoxidable. · Función lavado rápido (acorta el tiempo de los programas). · Función enjuague extra. · Temperatura de agua seleccionable (máximo: 60 ºC). · Función plancha fácil. · Bloqueo para niños. · Inicio diferido (hasta 24 h). · Dimensiones: ancho x profundidad x altura 600 x 560 x 850 mm. 30 31,600,580,850,,,,,,,,,,,,8,15,1400,,,,,
Lavarropas,Carga Frontal,LR 1016 INV G4 BL,,,31,CATALOGO-JAMES-v_3.pdf,,Modelo LR 1016 INV G4 BL · Modelo LR 1016 INV G4 BL,,,,,,,,,,,,,,,,,,,,,,
Lavarropas,Carga Frontal,LR 1214 INV BL,Blanco Color Blanco,,31,CATALOGO-JAMES-v_3.pdf,"MOTOR INVERTER | 14 programas | Lavado rápido de 15 minutos | Selección de velocidad de centrifugado en 7 niveles: 0/400/600/800/1000/1200/1400 RPM | Temperatura de agua seleccionable (máximo 90 ºC) | Display LED multifunción con control touch | Función Vapor | Funciones adicionales: Prelavado, Aclarado extra e Intensivo | Opción para silenciar el panel | Inicio diferido (hasta 24 h) | Bloqueo para niños | Diseño del tanque favorece el cuidado de los tejidos delicados","Modelo LR 1214 INV BL COLOR BLANCO COLOR BLANCO · Capacidad: 12 kg. de ropa seca. · MOTOR INVERTER. · 14 programas. · Lavado rápido de 15 minutos. · Selección de velocidad de centrifugado en 7 niveles: 0/400/600/800/1000/1200/1400 RPM. · Temperatura de agua seleccionable (máximo 90 ºC). · Display LED multifunción con control touch. · Función Vapor. · Funciones adicionales: Prelavado, Aclarado extra e Intensivo. · Opción para silenciar el panel. · Inicio diferido (hasta 24 h). · Bloqueo para niños. · Diseño del tanque favorece el cuidado de los tejidos delicados. · Dimensiones: ancho x profundidad x altura 595 x 660 x 850 mm.",595,660,850,,,,,,,,,,,,12,14,1400,,,,,
Lavarropas,Carga Frontal,LR 1016 INV G4,Gris,,31,CATALOGO-JAMES-v_3.pdf,"MOTOR INVERTER | 15 programas | Lavado rápido de 15 minutos | Velocidad máxima de centrifugado:1400 RPM | Display LED multifuncióncon control touch | Temperatura del agua seleccionable (máximo: 90 ºC) | Tanque de acero inoxidable | Funciones: Prelavado, Lavado rápido (acorta el tiempo de los programas), Enjuague extra y Vapor | Bloqueo para niños | Doble vidrio de puerta | Inicio diferido | Diseño de tanque favorece el cuidado de los tejidos delicados","Modelo LR 1016 INV G4 DARK SILVER COLOR GRIS · Capacidad: 10 kg de ropa seca. · MOTOR INVERTER. · 15 programas. · Lavado rápido de 15 minutos. · Velocidad máxima de centrifugado:1400 RPM. · Display LED multifuncióncon control touch. · Temperatura del agua seleccionable (máximo: 90 ºC). · Tanque de acero inoxidable. · Funciones: Prelavado, Lavado rápido (acorta el tiempo de los programas), Enjuague extra y Vapor. · Bloqueo para niños. · Doble vidrio de puerta. · Inicio diferido. · Diseño de tanque favorece el cuidado de los tejidos delicados. · Dimensiones: ancho x profundidad x altura 595 x 600 x 850 mm.",595,600,850,,,,,,,,,,,,10,15,1400,,,,,
Lavasecarropas,,LSE 1016 BL G3,Blanco Tanque De Acero INOXidable,,32,CATALOGO-JAMES-v_3.pdf,,Modelo LSE 1016 BL G3 COLOR BLANCO TANQUE DE ACERO INOXIDABLE. · Modelo LSE 1016 BL G3 COLOR BLANCO TANQUE DE ACERO INOXIDABLE.,,,,,,,,,,,,,,,,,,,,,,
Lavasecarropas,,LSE 1016,Gris,,32,CATALOGO-JAMES-v_3.pdf,14 programas | Lavado rápido de 15 minutos | Velocidad de centrifugado en 8 niveles: 0/400/600/800/1000/1200/1400/1500 RPM,"Modelo LSE 1016 DARK SILVER G3 COLOR GRIS · Capacidad de lavado: 10,5 kg. · Capacidad de secado: 7 kg. · 14 programas. · Lavado rápido de 15 minutos. · Velocidad de centrifugado en 8 niveles: 0/400/600/800/1000/1200/1400/1500 RPM. · Dimensiones: ancho x profundidad x altura 595 x 650 x 850 mm. BLOQUEO PARA NIÑOS.",595,650,850,,,,,,,,,,,,10.5,14,1500,7,,,,
Lavasecarropas,,WMTJ 680,,,33,CATALOGO-JAMES-v_3.pdf,,Modelo WMTJ 680 · Modelo WMTJ 680,,,,,,,,,,,,,,,,,,,,,,
Lavasecarropas,,WMTJ-880 F2,,,33,CATALOGO-JAMES-v_3.pdf,,Modelo WMTJ-880 F2 · Modelo WMTJ-880 F2,,,,,,,,,,,,,,,,,,,,,,
Lavasecarropas,,WMTJ-1080 F2,,,33,CATALOGO-JAMES-v_3.pdf,,Modelo WMTJ-1080 F2 · Modelo WMTJ-1080 F2,,,,,,,,,,,,,,,,,,,,,,
Lavasecarropas,,WMTJ 1580,Blanco,,33,CATALOGO-JAMES-v_3.pdf,8 programas | Programa rápido de 27 minutos | Centrifugado: 700 RPM no regulable | Inicio diferido | Bloqueo para niños | Filtro de pelusas | Tapa de vidrio con cierre soft | Compartimiento para jabón | 10 programas | Lavado rápido de 23 minutos | Panel táctil | Filtros de pelusas | Lavado rápido de 24 minutos | Centrifugado: 800 RPM no regulable | 2 Filtros de pelusas | Gabinete de plástico,Modelo WMTJ 1580 COLOR BLANCO · Capacidad: 10 kg de ropa seca. · 8 programas. · Programa rápido de 27 minutos. · Centrifugado: 700 RPM no regulable. · Inicio diferido. · Bloqueo para niños. · Filtro de pelusas. · Tapa de vidrio con cierre soft. · Compartimiento para jabón. · Dimensiones: ancho x profundidad x altura 600 x 650 x 970 mm. COLOR GRIS · Capacidad: 15 kg de ropa seca. · 10 programas. · Lavado rápido de 23 minutos. · Centrifugado: 700 RPM no regulable. · Panel táctil. · Inicio diferido. · Bloqueo para niños. · Filtros de pelusas. · Tapa de vidrio con cierre soft. · Compartimiento para jabón. · Dimensiones: ancho x profundidad x altura 645 x 690 x 1060 mm. COLOR BLANCO · Capacidad: 6 kg de ropa seca. · 10 programas. · Lavado rápido de 24 minutos. · Centrifugado: 800 RPM no regulable. · Inicio diferido. · Bloqueo para niños. · 2 Filtros de pelusas. · Gabinete de plástico. · Compartimiento para jabón. · Dimensiones: ancho x profundidad x altura 530 x 560 x 870 mm. COLOR GRIS · Capacidad: 8 kg de ropa seca. · 8 programas. · Lavado rápido de 23 minutos. · Centrifugado: 800 RPM no regulable. · Inicio diferido. · Bloqueo para niños. · Filtro de pelusas. · Tapa de vidrio con cierre soft. · Compartimiento para jabón. · Dimensiones: ancho x profundidad x altura 547 x 576 x 915 mm. 32 33,600,650,970,,,,,,,,,,,,10,8,700,,,,,
Secarropas,,SEM 30,,,34,CATALOGO-JAMES-v_3.pdf,,Modelo SEM 30 · Modelo SEM 30,,,,,,,,,,,,,,,,,,,,,,
Secarropas,,SEM 70 D,,,34,CATALOGO-JAMES-v_3.pdf,,Modelo SEM 70 D · Modelo SEM 70 D,,,,,,,,,,,,,,,,,,,,,,
Secarropas,,SEV 80C,Blanco,,34,CATALOGO-JAMES-v_3.pdf,5 programas | Display LED con control touch | Filtro extraíble | Recordatorio para limpieza del filtro | Sensor de humedad,Modelo SEV 80C COLOR BLANCO · Capacidad: 3 kg. · 5 programas. · Display LED con control touch. · Filtro extraíble. · Recordatorio para limpieza del filtro. · Sensor de humedad. · Dimensiones: ancho x profundidad x altura 520 x 435 x 650 mm. COLOR BLANCO COLOR BLANCO,520,435,650,,,,,,,,,,,,3,5,,,,,,
Secarropas,,SEM 70 D,Silver,,34,CATALOGO-JAMES-v_3.pdf,,Modelo SEM 70 D DARK SILVER · Modelo SEM 70 D DARK SILVER,,,,,,,,,,,,,,,,,,,,,,
Secarropas,,SEV 80C SILVER,Gris,,34,CATALOGO-JAMES-v_3.pdf,7 programas | Opción Antiarrugas | Display LED | Inicio diferido hasta 24 h | Sensor de humedad | Intensidad regulable | Bloqueo para niños | Opción de silenciar la señal sonora | Indicador de filtro tapado | POR CONDENSACIÓN | 15 programas | Secado rápido Exprés 29 minutos | Luz LED | Inicio diferido hasta 23 h | Display LED multifunción | Indicador de limpieza de filtro y tanque lleno | Depósito recolector de agua (no requiere ducto de salida) | Incluye manguera de desagüe (opcional),Modelo SEV 80C SILVER COLOR GRIS · Capacidad: 7 kg. · 7 programas. · Opción Antiarrugas. · Display LED. · Inicio diferido hasta 24 h. · Sensor de humedad. · Intensidad regulable. · Bloqueo para niños. · Opción de silenciar la señal sonora. · Indicador de filtro tapado. · Dimensiones: ancho x profundidad x altura 595 x 580 x 840 mm. COLOR GRIS · POR CONDENSACIÓN. · Capacidad: 8 kg. · 15 programas. · Secado rápido Exprés 29 minutos. · Sensor de humedad. · Luz LED. · Inicio diferido hasta 23 h. · Opción Antiarrugas. · Display LED multifunción. · Bloqueo para niños. · Indicador de limpieza de filtro y tanque lleno. · Depósito recolector de agua (no requiere ducto de salida). · Incluye manguera de desagüe (opcional). · Dimensiones: ancho x profundidad x altura 596 x 570 x 850 mm.,595,580,840,,,,,,,,,,,,7,7,,,,,,
Centrifugadora,,SEV 10 BC,Blanco,,35,CATALOGO-JAMES-v_3.pdf,,Modelo SEV 10 BC COLOR BLANCO · Modelo SEV 10 BC COLOR BLANCO,,,,,,,,,,,,,,,,,,,,,,
Centrifugadora,,SEV 10 BC,Dark INOX,,35,CATALOGO-JAMES-v_3.pdf,BOMBA DE CALOR | POR CONDENSACIÓN | 15 programas | Secado rápido Exprés 34 minutos | Sensor de humedad | Luz LED | Inicio diferido hasta 23 h | Opción Antiarrugas | Display LED multifunción | Bloqueo para niños | Indicador de limpieza de filtro y tanque lleno | Depósito recolector de agua (no requiere ducto de salida) | Incluye manguera de desagüe (opcional),Modelo SEV 10 BC DARK INOX DARK INOX · BOMBA DE CALOR. · POR CONDENSACIÓN. · Capacidad: 10 kg. · 15 programas. · Secado rápido Exprés 34 minutos. · Sensor de humedad. · Luz LED. · Inicio diferido hasta 23 h. · Opción Antiarrugas. · Display LED multifunción. · Bloqueo para niños. · Indicador de limpieza de filtro y tanque lleno. · Depósito recolector de agua (no requiere ducto de salida). · Incluye manguera de desagüe (opcional). · Dimensiones: ancho x profundidad x altura 596 x 650 x 850 mm.,596,650,850,,,,,,,,,,,,10,15,,,,,,
Centrifugadora,,"C-650 6,5 KG",Blanco,,35,CATALOGO-JAMES-v_3.pdf,Centrifugado: 2800 RPM | Tanque de acero inoxidable,"Modelo C-650 6,5 KG COLOR BLANCO · Centrifugado: 2800 RPM. · Tanque de acero inoxidable. · Dimensiones: ancho x profundidad x altura 340 x 340 x 640 mm. 39 34 35",340,340,640,,,,,,,,,,,,,,2800,,,,,
Lavavajillas,,LVCM-6CD,Blanco,,36,CATALOGO-JAMES-v_3.pdf,,Modelo LVCM-6CD COLOR BLANCO · Modelo LVCM-6CD COLOR BLANCO,,,,,,,,,,,,,,,,,,,,,,
Lavavajillas,,LV 10V NEGRO,Negro,,36,CATALOGO-JAMES-v_3.pdf,,Modelo LV 10V NEGRO · Modelo LV 10V NEGRO,,,,,,,,,,,,,,,,,,,,,,
Lavavajillas,,LV 14M BP NEGRO,Negro,,36,CATALOGO-JAMES-v_3.pdf,,Modelo LV 14M BP NEGRO · Modelo LV 14M BP NEGRO,,,,,,,,,,,,,,,,,,,,,,
Lavavajillas,,LVCM-6CD INOX,Negro Color Negro,,36,CATALOGO-JAMES-v_3.pdf,7 programas | Lavado rápido de 30 minutos | Display LED multifunción | Luz interior | Interior de acero inoxidable | Funciones adicionales: Lavado a presión Express y Media carga | Consumo de agua lavado ECO: 11 L | Aviso sonoro de fin de lavado | Inicio diferido hasta 24 h | Depósito de sal | Bloqueo para niños | Consumo de agua lavado normal: 8 L | Teclado con display luminoso,Modelo LVCM-6CD INOX COLOR NEGRO COLOR NEGRO · Capacidad: 14 cubiertos. · 7 programas. · Lavado rápido de 30 minutos. · Display LED multifunción. · Luz interior. · Interior de acero inoxidable. · Funciones adicionales: Lavado a presión Express y Media carga. · Consumo de agua lavado ECO: 11 L. · Aviso sonoro de fin de lavado. · Inicio diferido hasta 24 h. · Depósito de sal. · Bloqueo para niños. · Diámetro máximo del plato: 300 mm. · Dimensiones: Ancho 598 mm. Profundidad con encimera 600 mm. Profundidad sin encimera 580 mm. Altura con encimera 845 mm. Altura sin encimera 820 mm. SÍMIL ACERO INOXIDABLE · Capacidad: 6 cubiertos. · 7 programas. · Lavado rápido de 30 minutos. · Consumo de agua lavado normal: 8 L. · Aviso sonoro de fin de lavado. · Teclado con display luminoso. · Interior de acero inoxidable. · Inicio diferido hasta 24 h. · Diámetro máximo de plato: 255 mm. · Dimensiones: ancho x profundidad x altura 550 x 500 x 440 mm.,550,500,440,,,,,,,,,,,,,7,,,14,,,
